"PRENOTAZIONE","NINGRESSO","Titolo","Autore ","Casa editrice","Disponibilità","CDD","ABBREVIAZ","SOGGETTO","ISBN","PAGINE","LUOGOEDIZ","COLLANA","ULTIMOAGG","ANNO_ED","PROGRESSIVO"
,"U05335","Vivere, amare, capirsi","Buscaglia, Leo","Mondadori","LIBRO DISPONIBILE","177","BUS","1.Amore",," 255","Milano","I miti",01/09/2002,"1995",5335
,"U05337","Storie del Mago Sì. Il prigioniero della fantasia","Martin, Andreu","Mondadori","LIBRO DISPONIBILE","R  B","MAR",,,"   0","Milano","Banane arcobaleno",26/10/2002,"2001",5337
,"U05338","Storie del Mago Si. Ombre cinesi","Martin, Andreu","Mondadori","LIBRO DISPONIBILE","R  B","MAR",,,"   0","Milano","Banane arcobaleno",01/11/2002,"2001",5338
,"U05339","Dio delle piccole cose, Il","Roy, Arundhati","Guanda","LIBRO DISPONIBILE","823","ROY",,," 357","Parma","Superpocket, 121",06/03/2003,"1997",5339
,"U05340","Figlie di Hanna, Le","Fredriksson, Marianne","TEA","LIBRO DISPONIBILE","839.73","FRE",,," 380","Milano","TEA DUE, 749",09/09/2002,"1998",5340
,"U05342","Vite perdute di Christopher Chant, Le","Wynne Jones, Diana","Salani","LIBRO DISPONIBILE","R  I","WYN",,," 237","Firenze","Gl'istrici, 167",10/10/2002,"2001",5342
,"U05343","Nonno di poliestere, Il","Freeman, Martha","Mondadori","LIBRO DISPONIBILE","R  I","FRE",,," 154","Milano","Ridere, 10",15/10/2002,"2001",5343
,"U05345","Attenti ai baffi...arriva Topigoni!","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere,",16/10/2002,"2001",5345
,"U05346","Ring City","Veronesi, Sandro","Walt Diseny","LIBRO DISPONIBILE","R  H","VER",,,"   0","Milano","Disney avventura, 15",17/10/2002,"2001",5346
,"U05347","Proviamo a scrivere: storie di avventura","King, Penny - Thomson, Ruth","EL","LIBRO DISPONIBILE","R 808","KIN","1.Scrittura creativa-Libri per ragazzi",,"  30",,"Avventure con le parole",24/04/2003,,5347
,"U05348","Mostro della lavagna, Il","Marlo, Meli","Ape junior","LIBRO DISPONIBILE","R  B","MAR",,,"   0","Milano","Che paura!, 6",17/10/2002,"2001",5348
,"U05349","Banda dei formaggini, La","Moncomble, Gerard","Ape junior","LIBRO DISPONIBILE","R  D","MON",,,"  23","Milano","Che ridere! Zig zag, 1",10/10/2002,"2001",5349
,"U05350","Principessa Tornado, La","Cantin, Marc","Ape junior","LIBRO DISPONIBILE","R  B","CAN",,,"  23","Milano","Che ridere! Zig zag, 4",10/10/2002,"2001",5350
,"U05351","Meraviglie di Natale","Traini, Agostino","Edicolors","LIBRO DISPONIBILE","J 745.594","TRA","1. Lavori manuali - Primi libri   2. Decorazioni natalizie - Primi libri   3. Natale - Addobbi - Primi libri",,"24","S.l.",,,"2001",5351
,"U05352","Olona: piccolo fiume dalla grande storia. Ricerca storico-ambientale, anno scolastico 1999-2000","AA.VV.","Comune di Varese","LIBRO DISPONIBILE","914.522","OLO","1.Olona (territorio)-Ricerche-1999-2000, 2.Olona (fiume)-Ricerche-1999-2000",,"  80","Varese",,12/09/2002,"2000",5352
,"U05353","Clima : un piccolo libro per guardare lontano, Il","Raes, Frank","S.n.","LIBRO DISPONIBILE","R 511.6","RAE","1. Clima - Libri per ragazzi   2. Inquinamento - Influssi sul clima - Libri per ragazzi   I. Vignati, Elisabetta  II. Bonazzi, Enrico",,"1 v.","S.l.",,,"2001",5353
,"U05354","Clima : un piccolo libro per guardare lontano, Il","Raes, Frank","S.n.","LIBRO DISPONIBILE","R 551.6","RAE","1. Clima - Libri per ragazzi   2. Inquinamento - Influssi sul clima - Libri per ragazzi   I. Vignati, Elisabetta  II. Bonazzi, Enrico",,"1 v.","S.l.",,,"2001",5354
,"U05355","Enrico (Richino) Castiglioni. I simboli, i significati in un percorso d'arte tra passato e futuro","Castiglioni, Enrico","La Famiglia Bustocca","LIBRO DISPONIBILE","709.2","CAS","1.Castiglioni, Enrico-Esposizioni-Busto Arsizio-2001",," 163","Busto Arsizio",,19/09/2002,"2001",5355
,"U05356","Confini. Quaderni del Premio Chiara","AA.VV.","Amici di Piero Chiara","LIBRO DISPONIBILE","850","CON","1.Letteratura italiana-Autori lombardi-Annuari 20001, 2.Varese (territorio)-Vita artistica e culturale-Annuari-2001",," 150","Varese",,19/09/2002,"2001",5356
,"U05357","Giardino dei Finzi-Contini, Il","Bassani, Giorgio","Mondadori","LIBRO DISPONIBILE","853.9","BAS",,," 241","Milano","Oscar classici moderni",01/09/2002,"1991",5357
,"U05358","Mafia, politica e affari, 1943-2000","Tranfaglia, Nicola","Laterza","LIBRO DISPONIBILE","364.1","TRA","1.Mafia-Italia-1943-2000",," 451","Roma-Bari","I Robinson. Letture",07/09/2002,"2001",5358
,"U05359","Storie impreviste e storie ancora più impreviste","Dahl, Roald","Garzanti","LIBRO DISPONIBILE","823.9","DAH",,," 452","Milano","Narratori moderni",07/09/2002,"2000",5359
,"U05360","Viaggio sul grande Titanic. Il diario di Margaret Ann Brady","Emerson White, Ellen","Fabbri","LIBRO DISPONIBILE","R  G","EME",,," 173","Milano","Diari nella storia",15/10/2002,"2001",5360
,"U05361","Saltatempo","Benni, Stefano","Feltrinelli","LIBRO DISPONIBILE","853.9","BEN",,," 265","Milano","I narratori",07/09/2002,"2001",5361
,"U05362","Quarta mano, La","Irving, John","Rizzoli","LIBRO DISPONIBILE","813.5","IRV",,," 376","Milano","La Scala",23/09/2002,"2001",5362
,"U05363","Pura vita","De Carlo, Andrea","Mondadori","LIBRO DISPONIBILE","853..9","DEC",,," 331","Milano","Scrittori italiani",07/09/2002,"2001",5363
,"U05364","Nuove stanze, Le","Montanelli, Indro","Rizzoli","LIBRO DISPONIBILE","085","MON",,," 541","Milano","Opere di Indro Montanelli",07/09/2002,"2001",5364
,"U05365","Bruco e la mela e altre storie a disegni, Il","Doumerc, Beatriz - Barnes, Ayax","Franco Panini","LIBRO DISPONIBILE","R  B","DOU",,,"   0","Modena","Le Due Lune a Colori, 36",28/10/2002,"2001",5365
,"U05366","Pimpa e l'amica Pepita","Altan, Francesco Tullio","Franco Panini","LIBRO DISPONIBILE","R  B","ALT",,,"   0","Modena","Le Due Lune a Colori, 35",28/10/2002,"2001",5366
,"U05367","Pirata testamatta, Il","Rivas, Manuel","Feltrinelli","LIBRO DISPONIBILE","R  H","RIV",,," 118","Milano","Sbuk, 46",10/10/2002,"2001",5367
,"U05368","Casa per sei gattini, Una","Daniles, Lucy","E. Elle","LIBRO DISPONIBILE","R  I","DAN",,,"   0","Trieste","Cuccioli, 22",24/10/2002,"2001",5368
,"U05369","Pericolo di estinzione","Allouche, Sylvie","Walt Disney","LIBRO DISPONIBILE","R  D","ALL",,,"   0","Milano","Disney Mystery",17/10/2002,"1999",5369
,"U05370","Vacanza vulcanica a Pompei, Una","Osborne, Mary Pope","Piemme","LIBRO DISPONIBILE","R E","OSB",,,"93","Casale M.","La magica casa sull'albero ; 13",,"2001",5370
,"U05371","Amico di un altro pianeta","Quarzo, Guido - Vivarelli, Anna","Einaudi","LIBRO DISPONIBILE","R  I","QUA",,," 100","Torino","Einaudi Ragazzi. Storie e rime, 142",10/10/2002,"1996",5371
,"U05372","Rivoluzione francese raccontata da Lucio Villari, La","Villari, Lucio","Laterza","LIBRO DISPONIBILE","R 944.04","VIL","1.Rivoluzione francese-Storia-Libri per ragazzi",," 127","Roma-Bari","Laterza ragazzi",24/04/2003,"1997",5372
,"U05373","Islam, la religione, i popoli, le civiltà, L'","Mancini, Roberto - Ricciardelli, Fabrizio","Mondadori","LIBRO DISPONIBILE","R 909","MAN","1.Arabi-Civiltà-Libri per ragazzi, 2.Islamismo-Libri per ragazzi, 3.Civiltà musulmana-Libri per ragazzi",," 124","Milano","Bravo, 14",06/03/2003,"2000",5373
,"U05374","Avventure di Curious George, Le","Rey, H. A.","Einaudi","LIBRO DISPONIBILE","R  I","REY",,," 156","Torino","Lo scaffale d'oro",17/10/2002,"2000",5374
,"U05375","Veggente e la spada, Il","Hanley, Victoria","Fabbri","LIBRO DISPONIBILE","R  E","HAN",,," 505","Milano",,14/10/2002,"2001",5375
,"U05376","Ti odio","McNamee, Graham","EL","LIBRO DISPONIBILE","813.5","MCN",,," 142","Trieste","Frontiere, 42",23/09/2002,"1999",5376
,"U05377","Narvalo: l'unicorno del mare, Il","Minelli, Alessandro","Mondadori","LIBRO DISPONIBILE","R 599.5","MIN","1. Narvalo - Libri per ragazzi",,"55","Milano","Animali da conoscere ; 1",,"1999",5377
,"U05378","Trollina e Perla","Ziliotto, Donatella","Einaudi","LIBRO DISPONIBILE","R  B","ZIL",,,"  69","Torino","Einaudi Ragazzi. Storie e rime, 138",10/10/2002,"2000",5378
,"U05379","Lisa e il dinosauro arcobaleno","Hanel, Wolfram","Nord-Sud","LIBRO DISPONIBILE","R  B","HAN",,,"   0","Zurigo","Leggo da solo",28/10/2002,"1997",5379
,"U05380","Famiglia spiritelli, La","Hawkins, Colin - Hawkins, Jacqui","E. Elle","LIBRO DISPONIBILE","R  B","HAW",,,"   0","Trieste","Paura",26/10/2002,"2001",5380
,"U05381","Piccolo libro della pace, Il","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R 172","STI","1. Pace - Libri per ragazzi   2. Diversità - Libri per ragazzi",,"38","Casale M.","Il Battello a vapore",,"2001",5381
,"U05382","Dalle caverne ai grattacieli : gli italiani e l'ambiente","Pratesi, Fulco","Laterza","LIBRO DISPONIBILE","R 304.2","PRA","1. Uomo e ambiente naturale - Storia - Libri per ragazzi",,"VII, 158","Roma-Bari","Laterza ragazzi",,"1996",5382
,"U05383","W l'euro: è facile e divertente! Dal primo gennaio 2002...c'è l'euro!","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R 332.4","STI","1.Euro-Libri per ragazzi, 2.Unione europea-Libri per ragazzi",,"   0","Casale M.","Il battello a vapore",10/10/2002,"2001",5383
,"U05384","Storia di Iqbal","D'Adamo, Francesco","EL","LIBRO DISPONIBILE","R  G","DAD",,," 155",,"Ex libris, 96",10/10/2002,,5384
,"U05385","Transilvania","Rigosi, Giampiero","Walt Disney","LIBRO DISPONIBILE","R  H","RIG",,,"   0","Milano","Disney avventura, 7",17/10/2002,"2000",5385
,"U05386","Cattivissimi : una storia da brivido in sei parti","Morris Gleitzman & Paul Jennings","Fabbri","LIBRO DISPONIBILE","RO","JEN",,"88-451-266","428","Milano",,,"2000",5386
,"U05387","Ornitorinco : uno straordinario mammifero australiano, L'","Minelli, Alessandro","Mondadori","LIBRO DISPONIBILE","R 599.1","MIN","1. Ornitorinchi - Libri per ragazzi",,"55","Milano","Animali da conoscere ; 3",,"1999",5387
,"U05388","Donna, ecco tuo figlio!","Messaoudi, Mim El","EL","LIBRO DISPONIBILE","R 839.3","MES",,,"  93","Dorligo della Valle","Frontiere, 52",10/10/2002,,5388
,"U05389","Stupido","Cotti, Andrea","E. Elle","LIBRO DISPONIBILE","R 853.9","COT",,," 181","Trieste","Frontiere, 53",13/10/2002,"2001",5389
,"U05390","S.O.S. animali","Simon, Remi","Walt Disney","LIBRO DISPONIBILE","R  D","SIM",,,"   0","Milano","Disney Mystery",17/10/2002,"2000",5390
,"U05391","Mistero dell'occhio di smeraldo, Il","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,," 120","Casale M.","Storie da ridere, 7",06/02/2003,"2000",5391
,"U05392","Lilli de Libris e la biblioteca magica","Gaarder, Jostein - Hagerup, Klaus","Salani","LIBRO DISPONIBILE","R  K","GAA",,," 178","Firenze",,17/04/2003,"2001",5392
,"U05393","Amico speciale, Un","De Bel, Marc","Giunti","LIBRO DISPONIBILE","R  I","DEB",,," 284","Firenze","T Shirt",10/10/2002,"2001",5393
,"U05394","Gli amici di Nicola","Sempé, Jean Jacques","EL","LIBRO DISPONIBILE","R F","SEM",,,"182","Trieste","Un libro per leggere",,"1994",5394
,"U05395","Halloween...che incubo!","Feret-Fleury, Christine","E. Elle","LIBRO DISPONIBILE","R  O","FER",,,"   0","Trieste","Paura",26/10/2002,"2001",5395
,"U05397","Anello maledetto, L'","Stine, R. L.","Mondadori","LIBRO DISPONIBILE","R  O","STI",,,"   0","Milano","Piccoli brividi",26/10/2002,"  12",5397
,"U05398","Macchina stregata, La","Stine, R. L.","Mondadori","LIBRO DISPONIBILE","R  O","STI",,,"   0","Milano","Piccoli brividi",19/10/2002,"2001",5398
,"U05399","Incubo di Slappy, L'","Stine, R. L.","Mondadori","LIBRO DISPONIBILE","R  O","STI",,,"   0","Milano","Piccoli brividi",19/10/2002,"2001",5399
,"U05400","Circo maledetto, Il","Nicodeme, Beatrice","Walt Disney","LIBRO DISPONIBILE","R  D","NIC",,,"   0","Milano","Disney Mystery",17/10/2002,"1998",5400
,"U05401","Terrestri senza memoria, I","Stine, R.L.","Mondadori","LIBRO DISPONIBILE","R  O","STI",,," 138","Milano","Piccoli brividi",29/05/2003,"2001",5401
,"U05402","Quattro topi nella giungla nera","Stilton, Geronimo","Piemme","LIBRO DISPONIBILE","R  B","STI",,,"   0","Casale M.","Il battello a vapore. Storie da ridere",16/10/2002,"2000",5402
,"U05404","Cielo infinito, Il","Verdet, Jean-Pierre","EL","LIBRO DISPONIBILE","R 523","VER","1. Astronomia - Libri per ragazzi   I. Broutin, Christian",,"32","S. Dorligo","3 D : il mondo a tre dimensioni",,"2001",5404
,"U05405","Mi leggi un'altra storia?","Piumini, Roberto - Altan, Francesco","Einaudi","LIBRO DISPONIBILE","R  B","PIU",,," 106","Torino","Lo scaffale d'oro",10/10/2002,"2001",5405
,"U05406","Una di loro","Hayden, Torey L.","Euroclub","LIBRO DISPONIBILE","371.940 92","HAY","1.Fanciulli disadattati-educazione-Diari e memorie",," 342","Milano",,09/09/2002,"1998",5406
,"U05407","Tornatras","Pitzorno, Bianca","Mondadori","LIBRO DISPONIBILE","R  I","PIT",,,"   0","Milano","Contemporanea",26/10/2002,"2000",5407
,"U05408","Viaggio della Jerle Shammara. La strega di Ilse, Il","Brooks, Terry","Mondadori","LIBRO DISPONIBILE","813.5","BRO",,,"365","Milano","Omnibus",,"2001",5408
,"U05409","Nostro amore si chiama Cecilia, Il","Belfiore, Pietro","Piemme","LIBRO DISPONIBILE","R  I","BEL",,," 147","Casale M.","Il battello a vapore. Autori italiani",10/10/2002,"2001",5409
,"U05410","Seconda occasione, La","Cerati, Carla","Frassinelli","LIBRO DISPONIBILE","853.9","CER",,," 176","Milano","Narrativa",07/09/2002,"2001",5410
,"U05411","Diario di una mamma giornalista","Palombelli, Barbara","Rizzoli","LIBRO DISPONIBILE","070.92","PAL","1.Palombelli, Barbara-Diari e memorie",," 142","Milano",,07/09/2002,"2001",5411
,"U05412","Leggende del Varesotto","Piumini, Roberto","Macchione","LIBRO DISPONIBILE","R C","PIU",,,"103","Azzate",,,"2001",5412
,"U05413","Barone rampante, Il","Calvino, Italo","Mondadori","LIBRO DISPONIBILE","R  I","CAL",,,"   0","Milano","Contemporanea",26/10/2002,"2001",5413
,"U05414","Artemis Fowl","Colfer, Eoin","Mondadori","LIBRO DISPONIBILE","823.9","COL",,,"281","Milano",,,"2001",5414
,"U05415","Nel fuoco","Evans, Nicholas","Rizzoli","LIBRO DISPONIBILE","823.9","EVA",,," 490","Milano","La Scala",06/03/2003,"2001",5415
,"U05416","Acchiappasogni, L'","King, Stephen","Sperling & Kupfer","LIBRO DISPONIBILE","813.5","KIN",,," 679","Milano","Narrativa",06/03/2003,"2001",5416
,"U05417","Ribelli, I","Marai, Sandor","Adelphi","LIBRO DISPONIBILE","891","MAR",,," 275","Milano","Biblioteca Adelphi, 418",07/09/2002,"2001",5417
,"U05418","Come in una gabbia","Hayden, Torey L.","Corbaccio","LIBRO DISPONIBILE","616.89","HAY","1.Adolescenti-Psicoterapia, 2.Psicopatie-Adolescenza",," 349","Milano",,06/03/2003,"1994",5418
,"U05419","Quando eravamo grandi","Tyler, Anne","Guanda","LIBRO DISPONIBILE","813.5","TYL",,," 275","Parma","Narratori della fenice",06/03/2003,"2001",5419
,"U05420","Tostissimo!","Luciani, Domenica","Feltrinelli","LIBRO DISPONIBILE","R  K","LUC",,,"   0","Milano","Sbuk, 38",01/11/2002,"2001",5420
,"U05421","Mignolo trova un tesoro","Perigot, Joseph","Mondadori","LIBRO DISPONIBILE","R  D","PER",,,"   0","Milano","Banane gialle",28/10/2002,"1999",5421
,"U05422","Kindu scopre il coraggio","Contento, Mattia","Monti","LIBRO DISPONIBILE","R 248.8","CON",,,"78","Saronno",,,"1998",5422
,"U05423","Benvenuti a Rocca Taccagna","Stilton, Geronimo","Dami","LIBRO DISPONIBILE","R  B","STI",,,"   0","Milano","Storie coi baffi, 8",16/10/2002,"1999",5423
,"U05424","Niente whisky per Mefisto","Thies, Paul","Mondadori","LIBRO DISPONIBILE","R  D","THI",,,"   0","Milano","Banane gialle",28/10/2002,"1998",5424
,"U05425","Mezzanotte in Egitto","Bradman, Tony","Mondadori","LIBRO DISPONIBILE","R  F","BRA",,,"   0","Milano","Banane blu",28/10/2002,"1998",5425
,"U05426","Storie di Matilde","Tarozzi, Bianca","Mondadori","LIBRO DISPONIBILE","R  B","TAR",,,"   0","Milano","I sassolini, 12",17/10/2002,"2001",5426
,"U05427","Storie del Mago Sì. La mamma invisibile","Maertin, Andreu","Mondadori","LIBRO DISPONIBILE","R  B","MAR",,,"   0","Milano","Banane arcobaleno",26/10/2002,"2001",5427
,"U05428","Guido & Greta e la perla scomparsa","Nixon, Joan Lowery","Nord-Sud","LIBRO DISPONIBILE","R  D","NIX",,,"   0","s.l.",,26/10/2002,"2001",5428
,"U05429","Guido & Greta e i portafortuna","Nixon, Joan Lowery","Nord-Sud","LIBRO DISPONIBILE","R  D","NIX",,,"   0","s.l.",,10/10/2002,"2001",5429
,"U05430","Bambino che imparò a colorare il buio, Il","Mills, Billy - Sparks, Nicholas","Sperling & Kupfer","LIBRO DISPONIBILE","158","MIL","1.Felicità, 2.Autorealizzazione",," 188","Milano","Parole",23/09/2002,"2001",5430
,"U05431","Ritratto in seppia","Allende, Isabel","Feltrinelli","LIBRO DISPONIBILE","863","ALL",,," 267","Milano","I Narratori",06/03/2003,"2001",5431
,"U05432","Viviana Gions e le quattro tonsille","Comida, Luciano","Einaudi","LIBRO DISPONIBILE","R  I","COM",,," 128","Torino","Einaudi Ragazzi. Storie e rime, 136",10/10/2002,"2000",5432
,"U05433","Famiglia Talponi e le mille e una disavventura, La","Bos, Burny","Nord-Sud","LIBRO DISPONIBILE","R  B","BOS",,,"   0","Zurigo","Leggo da solo",28/10/2002,"2001",5433
,"U05434","Piccoli cittadini del mondo","Lamarque, Viviane","Emme","LIBRO DISPONIBILE","J 304.2","LAM","1. Uomo e ambiente naturale - Primi libri   I. Orecchia, Giulia 
",,"1 v.","Trieste","Per cominciare ; 40",,"2001",5434
,"U05435","Capitan Mutanda contro i Gabinetti Parlanti","Pilkey, Dav","Piemme","LIBRO DISPONIBILE","R  F","PIL",,," 139","Casale M.","Il battello a vapore. Serie azzurra, 48",07/09/2002,"2000",5435
,"U05437","Genitori, che disastro!","Gleitzman, Morris","Mondadori","LIBRO DISPONIBILE","R  I","GLE",,," 139","Milano","Ridere",15/10/2002,"2001",5437
,"U05438","Libro delle storie di fantasmi, Il, a cura di Roald Dahl","AA.VV.","Salani","LIBRO DISPONIBILE","823","LIB",,," 269","Firenze","I libri di Roald Dahl",01/09/2002,"2001",5438
,"U05439","Tre fantasmi e altri ospiti","Lively, Penelope","Mondadori","LIBRO DISPONIBILE","R  I","LIV",,,"   0","Milano","Banane rosse",28/10/2002,"1998",5439
,"U05440","Elena cresce","Napoli, Donna Jo","Fabbri","LIBRO DISPONIBILE","R  I","NAP",,,"   0","Milano","Un Angelo per te",28/10/2002,"2001",5440
,"U05441","Zampa del gatto, La","Aymé, Marcel","Emme","LIBRO DISPONIBILE","R  B","AYM",,,"   0","Trieste","Pagine a colori",01/11/2002,"1990",5441
,"U05442","Willi e la paura","Nostlinger, Chjristine","Fabbri","LIBRO DISPONIBILE","R  I","NOS",,,"  49","Milano","I Delfini, 162",10/10/2002,"2001",5442
,"U05444","Amico internet per Valentina, Un","Petrosino, Angelo","Piemme","LIBRO DISPONIBILE","R  I","PET",,," 209","Casasle M.","Il battello a vapore. Valentina, 2",15/10/2002,"2001",5444
,"U05446","Mio migliore amico, Il","Jokl, Ivana","Nord-Sud","LIBRO DISPONIBILE","R  I","JOK",,,"   0","Pordenone","Leggo da solo",02/11/2002,"2001",5446
,"U05447","Occhiali magici, Gli","Dell'Oro, Erminia","Emme","LIBRO DISPONIBILE","R  B","DEL",,,"   0","Trieste","Storie di paura",28/10/2002,"2001",5447
,"U05448","Storie per tutti i giorni","Caputo, Natha - Cone Bryant, Sara","Einaudi","LIBRO DISPONIBILE","R B","CAP",,," 138","Trieste","Einaudi Ragazzi. Storie e rime, 151",29/05/2003,"2001",5448
,"U05449","Dal diario di una bambina troppo occupata","Bordiglioni, Stefano - Badocco, Manuela","Einaudi","LIBRO DISPONIBILE","R  I","BOR",,," 144","Torino","Einaudi Ragazzi. Storie e rime, 127",10/10/2002,"2000",5449
,"U05450","Mi aiuti a fare gol?","Lucchini, Matilde","Mondadori","LIBRO DISPONIBILE","R  I","LUC",,,"  63","Milano","I sassolini, 12",29/05/2003,"2001",5450
,"U05451","Michele Crismani vola a bitritto","Comida, Luciano","EL","LIBRO DISPONIBILE","R  K","COM",,," 193",,"Le letture",10/10/2002,,5451
,"U05452","Fatiche di Valentina, Le","Petrosino, Angelo","Pieme","LIBRO DISPONIBILE","R  I","PET",,," 175","casale M.","Il battello a vapore. Serie arancio, 16",07/09/2002,"1995",5452
,"U05454","AAA","Goethe, Johann Wolfgang von","Rizzoli","LIBRO DISPONIBILE","833.6","GOE",,," 187","Milano","Classici, 5",05/09/2002,"2001",5454
,"U05455","Muso lungo così!, Un","Pontalti, Erica","Panini","LIBRO DISPONIBILE","J 152.4","PON","1. Melanconia - Primi libri",,"1 v.","Modena",,,"2001",5455
,"U05456","Che paura, Winny the Pooh!","AA.VV.","Walt Disney","LIBRO DISPONIBILE","R  B","CHE",,,"   0","Milano",,31/10/2002,"2001",5456
,"U05457","Vecchio che leggeva romanzi d'amore, Il","Sepulveda, Luis","Guanda","LIBRO DISPONIBILE","863","SEP",,," 132","Parma","Le fenici tascabili, 41",06/03/2003,"2001",5457
,"U05458","Morso del serpente, Il","George, Elizabeth","TEA","LIBRO DISPONIBILE","813.5","GEO",,," 574","Milano","TEADUE, 918",23/09/2002,"2001",5458
